-160.5,65.5, PERMA ,1270,30,16.7,16.3,9.91,7.9,1.33,1,0.78,0.71,0.73, CN , NAMERICA 
-160.5,66, PERMA ,1245,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-160.5,66.5, PERMA ,1220,33.37,21.65,17.06,11.87,12.2,1.43,1.2,0.9,0.75,0.74, CN , NAMERICA 
-160.5,67, PERMA ,1195,31.5,8.2,6.94,3.56,4.92,1.17,0.65,0.56,0.56,0.56, CN , NAMERICA 
-160.5,67.5, PERMA ,1171,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-160.5,68, PERMA ,1146,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-160.5,68.5, PERMA ,1120,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-160.5,69, PERMA ,1095,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-160.5,69.5, PERMA ,1070,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-160,65, PERMA ,1294,31.5,8.2,6.94,3.56,4.92,1.17,0.65,0.56,0.56,0.56, CN , NAMERICA 
-160,65.5, PERMA ,1270,31.5,8.2,6.94,3.56,4.92,1.17,0.65,0.56,0.56,0.56, CN , NAMERICA 
-160,66, PERMA ,1245,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-160,66.5, PERMA ,1220,39.2,38.35,36.66,36.83,37.61,2.27,2.35,2.42,2.28,2.32, CN , NAMERICA 
-160,67, PERMA ,1195,31.5,8.2,6.94,3.56,4.92,1.17,0.65,0.56,0.56,0.56, CN , NAMERICA 
-160,67.5, PERMA ,1171,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-160,68, PERMA ,1146,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-160,68.5, PERMA ,1120,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-160,69, PERMA ,1095,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-160,69.5, PERMA ,1070,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-159.5,65, PERMA ,1294,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-159.5,65.5, PERMA ,1270,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-159.5,66, PERMA ,1245,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-159.5,66.5, PERMA ,1220,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-159.5,67, PERMA ,1195,31.5,8.2,6.94,3.56,4.92,1.17,0.65,0.56,0.56,0.56, CN , NAMERICA 
-159.5,67.5, PERMA ,1171,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-159.5,68, PERMA ,1146,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-159.5,68.5, PERMA ,1120,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-159.5,69, PERMA ,1095,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-159.5,69.5, PERMA ,1070,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-159,65, PERMA ,1294,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-159,65.5, PERMA ,1270,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-159,66, PERMA ,1245,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-159,66.5, PERMA ,1220,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-159,67, PERMA ,1195,31.5,8.2,6.94,3.56,4.92,1.17,0.65,0.56,0.56,0.56, CN , NAMERICA 
-159,67.5, PERMA ,1171,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-159,68, PERMA ,1146,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-159,68.5, PERMA ,1120,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
